Region,Atmospheric Conditions,Fatalities in crash,Roadway,Roadway Area,Roadway Type,Road Type - Category,Age,Alcohol Results,Driver Over Federal Limit?,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.month
Midwest,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,28,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),3
Midwest,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,30,0.04,No,Pedestrian,Unknown,American Indian (includes Aleuts and Eskimos),Female,Fatal Injury (K),3
West,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,18,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
Northeast,Rain,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,37,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,No,Unknown,Female,No Injury (O),3
Northeast,Rain,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,41,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),3
Northeast,Rain,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,90,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),3
West,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,24,0.23,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),3
West,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,44,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),3
West,Clear,3,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,18,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),3
West,Clear,3,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,20,0.04,No,Passenger of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
West,Clear,3,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,22,0.05,No,Passenger of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
South,Snow,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,20,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
Midwest,Snow,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,0,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Possible Injury (C),3
South,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,22,0.13,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),3
Midwest,Snow,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,24,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),3
Midwest,Snow,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,26,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
Midwest,Snow,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,47,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),3
Midwest,Snow,2,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,55,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),3
Midwest,"Sleet, Hail (Freezing Rain or Drizzle)",1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,21,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
South,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,41,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Non-incapacitating Evident Injury (B),3
Midwest,Snow,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,64,0,No,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),3
Northeast,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,21,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),3
Northeast,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,29,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),3
Northeast,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,81,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),3
Northeast,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,18,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),3
West,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,18,0,No,Passenger of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
West,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,18,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Possible Injury (C),3
West,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,20,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Incapacitating Injury (A),3
West,Snow,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,28,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),3
West,Cloudy,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,76,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),3
West,Clear,2,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,42,0.09,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
West,Clear,2,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,Unknown,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),3
South,Rain,2,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,27,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Possible Injury (C),3
South,Rain,2,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,48,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Incapacitating Injury (A),3
South,Rain,2,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,62,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
South,Rain,2,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,68,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
South,Rain,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,52,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Incapacitating Injury (A),3
West,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,28,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,No Injury (O),3
West,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,40,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),3
West,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,54,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),3
West,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,56,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),3
Midwest,Snow,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,56,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),3
Northeast,Clear,1,Urban-Collector,Urban,Collector,Unknown,82,0.01,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
Northeast,Clear,1,Urban-Collector,Urban,Collector,Unknown,65,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Possible Injury (C),3
West,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,20,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Possible Injury (C),3
West,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,20,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),3
Midwest,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,2,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
Northeast,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,34,0,No,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),3
South,Rain,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,26,0.09,No,Passenger of a Motor Vehicle In-Transport,Yes,Black,Male,Fatal Injury (K),3
South,Rain,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,30,0,No,Driver of a Motor Vehicle In-Transport,Yes,Unknown,Female,Non-incapacitating Evident Injury (B),3
South,Rain,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,30,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),3
South,Rain,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,34,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),3
South,Rain,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,43,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),3
South,Rain,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,28,0,No,Passenger of a Motor Vehicle In-Transport,Yes,Black,Female,Fatal Injury (K),3
South,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,47,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),3
Midwest,Snow,1,Rural-Major Collector,Rural,Major Collector,Unknown,28,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
Midwest,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,33,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Possible Injury (C),3
Midwest,Cloudy,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,15,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),3
Midwest,Cloudy,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,18,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),3
Midwest,Cloudy,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,20,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Possible Injury (C),3
Midwest,Cloudy,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,20,0,No,Passenger of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
Midwest,Cloudy,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,20,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),3
West,Cloudy,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,57,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),3
West,Cloudy,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,24,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Possible Injury (C),3
West,Cloudy,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,45,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Possible Injury (C),3
South,Cloudy,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,20,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Possible Injury (C),3
South,Cloudy,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,46,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Possible Injury (C),3
South,Cloudy,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,76,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),3
South,Rain,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,75,0,No,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),3
West,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,53,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,No,Unknown,Female,Incapacitating Injury (A),3
West,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,54,0,No,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),3
South,Rain,1,Rural-Minor Collector,Rural,Minor Collector,Unknown,55,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
South,Rain,1,Rural-Minor Collector,Rural,Minor Collector,Unknown,68,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),3
West,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,26,0.09,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Possible Injury (C),3
Midwest,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,29,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),3
Midwest,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,74,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
Midwest,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,69,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),3
Midwest,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,69,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),3
West,Snow,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,31,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),3
West,Snow,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,49,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Incapacitating Injury (A),3
West,Snow,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,53,0.23,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
Northeast,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,28,0.25,Yes,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),3
Northeast,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,50,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Incapacitating Injury (A),3
West,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,61,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,No,Unknown,Male,Non-incapacitating Evident Injury (B),3
West,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,86,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),3
West,Clear,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,16,0.22,Yes,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),3
West,Clear,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,22,0.32,No,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),3
Midwest,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,18,Unknown,Unknown,Pedestrian,No,Unknown,Male,Incapacitating Injury (A),3
Midwest,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,52,0.16,Yes,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,No Injury (O),3
South,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,33,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
Midwest,Snow,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,19,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),3
Midwest,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,18,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),3
Midwest,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,24,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
Midwest,Blowing Snow,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,6,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),3
Midwest,Blowing Snow,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,24,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,No Injury (O),3
Midwest,Blowing Snow,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,15,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Possible Injury (C),3
West,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,22,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),3
West,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,27,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),3
South,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,45,0,No,Pedestrian,Unknown,White,Male,Fatal Injury (K),3
West,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,17,0.18,Yes,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),3
West,Cloudy,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,34,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),3
West,Cloudy,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,36,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),3
South,Cloudy,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,17,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),3
South,Cloudy,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,52,Unknown,Unknown,Pedestrian,Unknown,White,Male,Fatal Injury (K),3
South,Cloudy,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,16,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),3
South,Cloudy,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,17,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),3
South,Cloudy,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,18,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),3
South,Cloudy,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,24,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),3
South,Cloudy,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,25,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),3
South,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,55,Unknown,Unknown,Persons on Personal Conveyances,Unknown,Black,Male,Fatal Injury (K),3
South,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,Unknown,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Unknown,Unknown,3
Midwest,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,19,0.06,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),3
Midwest,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,35,0,No,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),3
West,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,44,0.09,Yes,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),3
West,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,23,0.06,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),3
West,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,26,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),3
Northeast,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,61,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),3
West,Rain,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,30,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),3
West,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,19,0,No,Driver of a Motor Vehicle In-Transport,Yes,Unknown,Female,Incapacitating Injury (A),3
West,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,19,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,No,Unknown,Female,Incapacitating Injury (A),3
West,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,22,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),3
West,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,26,0.31,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
Midwest,Cloudy,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,30,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Incapacitating Injury (A),3
Midwest,Cloudy,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,53,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Incapacitating Injury (A),3
West,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,29,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),3
West,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,10,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),3
West,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,41,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),3
West,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,59,0,No,Driver of a Motor Vehicle In-Transport,Unknown,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),3
West,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,22,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),3
Midwest,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,51,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
Midwest,Cloudy,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,24,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),3
Midwest,"Sleet, Hail (Freezing Rain or Drizzle)",1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,55,0.08,Yes,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),3
South,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,48,0.11,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
Midwest,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,16,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Possible Injury (C),3
Midwest,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,16,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),3
West,Cloudy,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,28,0,No,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),3
Northeast,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,39,0.25,Yes,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),3
West,Clear,2,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,25,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,No,Samoan,Male,Fatal Injury (K),3
West,Clear,2,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,65,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),3
West,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,45,0.2,Yes,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),3
West,Cloudy,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,20,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
West,Cloudy,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,21,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),3
Midwest,Clear,2,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,31,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
Midwest,Clear,2,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,32,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
Midwest,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,21,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
Northeast,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,15,0,No,Pedestrian,No,White,Male,Fatal Injury (K),3
Northeast,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,37,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Possible Injury (C),3
West,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,39,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),3
South,Clear,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,37,0,No,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),3
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,6,Unknown,Unknown,Pedestrian,No,White,Female,Fatal Injury (K),3
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,24,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,No Injury (O),3
Northeast,Clear,1,Urban-Collector,Urban,Collector,Unknown,52,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),3
